username, name, party, id, tweets
RepStephMurphy,U.S. Rep. Stephanie Murphy,D,796183515998068736,"['It makes me incredibly proud to see the bonds that have been formed between citizen-soldiers of the Florida National Guard and the Ukrainian troops they trained. Read more about it here 👇\nhttps://t.co/4to8jsxXqy', 'On #WorldEnvironmentDay, we celebrate the natural treasures all around us—like this (pardon the brag!) HUGE mahi I caught on family vacation. Let’s work together to protect the only planet we have. https://t.co/VNj0xRYrOX', 'Great to see Oviedo native Alwyn Cashe featured in Oviedo-Winter Springs Life magazine. Alwyn ran through fire to save his men &amp; paid the ultimate price. He’s an American hero. Helping Alwyn’s family and friends secure the Medal of Honor for him was among my proudest moments. https://t.co/xuSdiYb5Ui', 'During #PrideMonth, we honor LGBTQ+ Americans who fight for equality &amp; justice. They’ve helped change our laws—and change hearts and minds. Our country has made great progress, but more work remains. As a proud ally, I will always have the community’s back. https://t.co/V0rzyfImGr', 'RT @RepSpanberger: Lawmakers must focus on getting bills through the House, Senate, and to the President’s desk.\n\nThat’s why @RepHoulahan a…', 'This $15.9 million federal grant is a game changer. It will be used to build a high speed rail connection between Orlando &amp; Tampa. Orlando is a world-class city &amp; needs a world-class transportation system. This grant will help make that a reality.\nhttps://t.co/Z0GS2G795K', 'Pleased @SFB_Airport will receive $453K from the FAA for runway repair. I’ve always made it a priority to support SFB, which is responsible for 20,000+ jobs. Over the last few years, we helped SFB secure $70M+ to modernize the airport &amp; improve the passenger experience.', 'After Buffalo &amp; Uvalde, Congress must pass a bipartisan bill to make these tragedies less likely to occur. We can protect our children &amp; communities AND respect the right of law-abiding Americans to own guns for self-defense &amp; sport. History will judge our actions (or inaction).', 'The 2-day red snapper fishing season in the South Atlantic is too short. That’s why @RepRutherfordFL &amp; I secured $3.3M to assess the red snapper population. This will hopefully lead to a longer fishing season, more tourism, &amp; an economic boost for Florida.\nhttps://t.co/GSVLEQUtTF https://t.co/U80eLH6qKM', 'On Memorial Day, we pause to pay tribute to the men and women in uniform who lost their lives in the line of duty. We salute their service, honor their sacrifice, and cherish their memory. #MemorialDay https://t.co/k5KLyNCmKc']",[]
RepJerryNadler,Rep. Nadler,D,40302336,"['Read the letter here: https://t.co/HVZRSsZyjA', ""After leading a letter with @RepAOC to the NY State Legislature in support of 'good cause' eviction protections, I am deeply disappointed that the Legislature failed to take meaningful action\n\n'Good cause' eviction protections are needed now more than ever. https://t.co/HvEaYxiR8v"", 'It is disgraceful that Ron Desantis, a vocal opponent of LGBTQ+ rights and equality, will be speaking at Chelsea Piers during the month in which we celebrate the diversity and resilience of the LGBTQ+ community.', 'RT @CSPANClassroom: Featuring @RepJerryNadler, activists @CleveJones1 &amp; @JimObergefell, former @civilrightsorg CEO @vanitaguptaCR, and atto…', 'Yesterday, I went on CNN to discuss my bill, the ""Protecting Our Kids Act"", which the House will vote on on Wednesday.\n\nThis gun reform package will keep our communities &amp; schools safer by addressing many of the loopholes that allow guns to fall into the wrong hands. https://t.co/evYDuNkMTU', 'RT @HouseJudiciary: WATCH: Yesterday, Chairman @RepJerryNadler went on CNN to discuss what Congress is doing this week to address the gun v…', 'Today on Gun Violence Awareness Day, we commemorate the lives lost to gun violence by wearing orange. \n\nCongress must take action to #EndGunViolence. The Protecting Our Kids Act that was just passed by @HouseJudiciary is a critical first step, but we still have a long road ahead. https://t.co/ha06b2lB2C', 'RT @HouseJudiciary: The time for stalling and obstruction in the face of senseless killing after senseless killing is over. \n\nToday @HouseJ…', 'The time for stalling, obstruction and obfuscation in the face of senseless killing is over. \n\nThe bold package we passed today will keep our communities &amp; schools safer by addressing many of the loopholes that allow guns to fall into the wrong hands. \nhttps://t.co/TNzdvP4Wcb', 'Today, @HouseJudiciary took the first, but hopefully not the last, step towards enacting commonsense gun violence prevention legislation.\n\nThe American people are hungry for real solutions to the unconscionable wave of gun violence that is sweeping our country. https://t.co/5a062czWMa']",[]
gracenapolitano,Rep.Grace Napolitano,D,161411080,"['As we #WearOrange today to honor the victims and survivors of gun violence, we can’t forget the trauma inflicted on families, friends, communities with each tragedy. We urge the Senate to vote for House-passed gun legislation, supported by a majority of Americans. #EndGunViolence https://t.co/GB2FNHl30H', ""RT @USProgressives: The GOP blame mental health and schools but vote against mental health care and school funding.\n\nThey'll restrict what…"", 'Poll after poll, Americans want Congress to pass legislation to address the gun violence crisis in our communities. Republicans should join with Democrats in voting now to save lives and #EndGunViolence. https://t.co/ok8naeA4AE', 'RT @RepLucyMcBath: We #WearOrange for the kids scared in our schools. An entire generation of children is learning that the adults they loo…', 'Today, we honor those who made the ultimate sacrifice to keep our country free. Grateful to the Cities of El Monte, West Covina &amp; La Verne for holding these solemn observances, so we could pay tribute to our fallen heroes. Wishing all a safe, healthy and reflective Memorial Day https://t.co/vxlJm8KPYN', 'YES! 👏 Thank you, Mr. President, Madam First Lady, Surgeon General Murthy &amp; Selena Gomez for speaking out for mental health, especially in our schools! Together we can strengthen the mental well-being of all our communities &amp; eventually live in a world where there is NO STIGMA! https://t.co/yiLDPwN3xt', 'This is why I was proud to have included $3 billion in the Bipartisan Infrastructure Law to continue to implement grade separation projects in our region and across the country. #BuildBackBetter', 'This will dramatically improve safety, shorten commute times, and reduce pollution, by allowing motorists, bicyclists, and pedestrians to not have to wait for the train.', 'Grade separation projects- like this now completed Durfee Ave one in the City of Pico Rivera- that separate the road from the rail line are so important to our communities in the San Gabriel Valley. https://t.co/u8Y4r41RxS', 'We are not hopeless. We have bills the vast majority of Americans support, ready to move to stop this senseless gun violence and save lives in our communities. I join my constituents and colleagues who demand action to end gun violence now.']",[]
RepRichardNeal,Rep. Richard Neal,D,442824717,"['Thanks to important federal tax credits, the Elias Brookings School was able to rise from the destruction of the June 1, 2011 tornado and reopen last week as 42 new, affordable housing options for the City of Springfield. https://t.co/SbpD2tuDn2', 'House Democrats’ work to #EndGunViolence through common-sense gun legislation will help build better, safer lives for our nation’s children.', 'RT @WaysMeansCmte: 🚨 NEWS 🚨\n\nToday, Chairman @RepRichardNeal released a statement on the 2022 #SocialSecurity and #Medicare Trustees Report…', 'Proud to have worked with @RepMcGovern to ensure @FoodBankWMA received $5 million in @POTUS #ARPA funding to break ground on their new headquarters and distribution center in @Chicopee_MA. https://t.co/bfimH10Xe9', 'RT @WaysMeansCmte: 📅 HEARING ALERT 📅\n\nChairman @RepRichardNeal will be holding a hearing on the Proposed FY23 #BidenBudget with Treasury @S…', 'This #MemorialDay, we remember the brave men &amp; women who gave their lives in service to our country and pledge to honor their sacrifice today and every day https://t.co/KXOikEqfhb', 'RT @WaysMeansCmte: Today, Chair @RepRichardNeal and the congressional delegation returned from Ireland &amp; Northern Ireland.\n\n“This bipartisa…', 'RT @WaysMeansCmte: Today, Chairman @RepRichardNeal met with leaders of the political parties of the Northern Ireland Assembly at Stormont.…', 'RT @OireachtasNews: #Seanad100 Congressman Richard Neal, U.S. House Representative &amp; Chairman of the U.S House of Representatives Ways &amp; Me…', 'Since 2020, gun violence is the leading cause of death among children and teenagers. When car crashes were the leading cause of death to children, we changed the laws. We made cars and driving safer. Now it’s time to act on #gunviolenceprevention.']",[]
RepJoeNeguse,Rep. Joe Neguse,D,1078749802765139968,"['The gun violence crisis in our country demands a response by Congress. \n\nInaction simply isn’t an option. \n\nI joined @jaketapper on @TheLeadCNN to discuss common-sense reforms that will save lives. https://t.co/ViGTCHSmVk', 'Proud to lead a resolution in Congress calling on @POTUS to create a National Biodiversity Strategy, and grateful to the many state legislators also championing this issue!\n \nA threat to biodiversity is a threat to our country. \n\nhttps://t.co/ez3pZsdFPU', 'June is Alzheimer’s &amp; Brain Awareness Month 🧠 Did you know that more than 5.8 million Americans are currently living with Alzheimer’s Disease, including over 76,000 people in Colorado? \n \nWe must continue to prioritize and advocate for increased funding of Alzheimer’s research.', 'Great news, @POTUS &amp; @EPA announced $500 million in available funds for school districts to replace buses with new clean, American-made, zero-emission buses! Applications are open now until August 19, 2022. 🚌 \n \nLearn more at https://t.co/RmBhFlAxNL.', 'Communities impacted by wildfires deserve an all-hands-on-deck approach by the Federal government, including resources to both fight the flames and recover from these historic wildfires.\n \nGreat to speak with @DenverChannel about how our bill, the Wildfire Recovery Act, can help! https://t.co/HO5xpjsy27', 'Today is #GunViolencePreventionAwarenessDay, and legislators nationwide are joining together in a day of action.\n\nToday — and every day — we recommit ourselves to putting an end to gun violence in our country.', 'RT @RepJoeNeguse: Today, my thoughts are with Tim Hart’s family and loved ones. In the year since his passing, his courageous wife and his…', 'As a Vice-Chair of @HouseGVP, I’m committed to enacting common sense prevention measures that protect our communities from gun violence – from expanding background checks, supporting state’s red flag laws and more. https://t.co/IMG5WMLgUS', 'Today, my thoughts are with Tim Hart’s family and loved ones. In the year since his passing, his courageous wife and his community have inspired many with their efforts to ensure our federal firefighters have the resources they need to do the lifesaving work they do every day.', 'https://t.co/NwrteMamHy']",[]
RepMarieNewman,Congresswoman Marie Newman,D,1343578440977494018,"['On the 78th anniversary of D-Day, we honor all of those who fought for freedom and democracy on the beaches of Normandy. Their heroism dealt a crucial blow to Nazism and totalitarianism and made the world safer for freedom and justice.', ""The deadline to submit nominations for our office's Dignity of Work Award has been EXTENDED to June 17th! \n\nSubmit your nominations HERE: https://t.co/eKpjyAo3cV https://t.co/TY0WgxokY7"", 'We MUST ensure our medical workers have the mental health support they deserve. \nhttps://t.co/HFh0iUvokN', 'Unions make America stronger 💪', 'It is CRUCIAL that American workers have the mental health services they deserve. \n\nMy new bill will expand trauma-informed services in workforce development programming so mental health services are more accessible in the workplace. Read more HERE ⬇️ https://t.co/E6tGbeSjep', '✅ Co-signed a letter with the Illinois Congressional Delegation urging the Census Bureau to address the Illinois Census undercount in federal funding allocations\n\nHave a good weekend! 🎉', '✅ Visited the city of Hickory Hills to celebrate the $640,000 in federal funding my team helped secure to bolster their water infrastructure', '✅ Sat down with ELLE to share the story of my abortion https://t.co/yKsbkk9Rek', '✅ Visited Thresholds in Bridgeport to celebrate the $1 million in federal funding my team helped secure to support their mental health services', ""✅ Joined local veterans in La Grange and Oak Lawn for Memorial Day ceremonies to commemorate our veterans who gave ther lives to this country\n\n✅ Introduced legislation to expand mental health and trauma-informed services for America's workers""]",[]
DonaldNorcross,Congressman Donald Norcross 🇺🇸🇺🇦,D,3122099613,"[""Amazon is NJ's 2nd largest employer. While I always welcome bringing jobs to South Jersey, worker safety and protection must be a priority. That’s why I’m asking @OSHA_DOL to investigate and for Amazon to improve workplace safety.\n\nhttps://t.co/tDioYkOIr5"", '78 years ago, Allied forces landed on the beaches of Normandy to fight the Nazis. As we face renewed threats to democracy today, let’s remember those soldiers who gave their lives for the values of freedom and democracy. https://t.co/sKNYYDt6TJ', '10 more American families are now reeling from a mass shooting. Three more families have to say goodbye to their loved ones.\n\nEnough is enough. Tomorrow, I will vote for the Protecting Our Kids Act to make our streets, supermarkets, and schools safer. \n\nhttps://t.co/3zdmWAQQCr', 'RT @NJBPU: Calling all @CityofCamdenGov &amp; @camdencountynj residents: If you are past due on your utility bill, join us tomorrow at Roosevel…', 'While corporate shareholders rake in record profits, working people are being squeezed at the pump. We can lower fuel prices by holding giant oil and gas companies accountable for their greed. https://t.co/bwDmQ11zAK', 'So… we’ve only raised the federal minimum wage once in the last 13 years. In that time, we’ve seen:\n \n4 different Presidents\n31 different iPhones\n3 different Spidermen\n \nIt’s long past time to raise the wage.', 'This week, I visited a local business in NJ-01. @ResinTech manufactures products that can help clean up our waterways, helping to make communities cleaner while creating local jobs. It’s always great to see the innovation happening in our own backyard! https://t.co/O2vp8KZOeF', 'RT @KYWNewsradio: Rep. @DonaldNorcross is calling for OSHA to investigate workplace conditions at @amazon. https://t.co/VHznslAxzV', 'No one should go through tragedy alone. I’m proud to represent a region that cares for its neighbors, whether they’re next door or 2,000 miles away. https://t.co/yKHrJ1PZyF', ""Last night, I stood with students, activists, and community leaders to speak out against gun violence. Next week, I head back to DC to vote on a gun safety reform package.\n\nWe won't stop marching, rallying, protesting, or voting until the mass shootings stop. #EndGunViolence https://t.co/ijEqifPtPT""]",[]
EleanorNorton,Eleanor #DCStatehood Holmes Norton,D,23600262,"["".@USPS responded to my recent letter on the increase in mail theft, especially of checks, saying it's making security modifications and infrastructure upgrades to reduce such theft.\n\nI'll watch closely to see if these measures reduce mail theft.\n\nRelease: https://t.co/hUXMx5g4hG"", 'As chair of the Subcommittee on Highways and Transit, I will hold a hearing on Wednesday at 10:00 am on road safety for all users.\n\nDetails: https://t.co/rFaCa2y4Zp https://t.co/JYhXFhArpC', 'Statement: https://t.co/S7TfkbS7MG', 'Tomorrow, the House will debate my provisions authorizing the Army Corps of Engineers to conduct studies on an urgently needed secondary drinking water source for DC, swimming in the Potomac and Anacostia rivers, and flooding in the Federal Triangle.', ""I announced I'll introduce a bill to require DOT and EPA to jointly submit recommendations to Congress on how to reduce train noise and vibration near homes.\n\nRelease: https://t.co/sD3FJyMH9N"", ""For #BlackMusicMonth, I'm highlighting the song Bustin' Loose by Godfather of Go-Go and #DCStatehood supporter Chuck Brown.\n\nI introduce a resolution each year to designate his birthday as Chuck Brown Day.\n\nAfter all, I’m always working to bust DC loose from Congress' control. https://t.co/PJ3H8SzTem"", 'RT @SECNAV: Today we laid the keel for the future USS District of Columbia (SSBN 826). Thank you @EleanorNorton for serving as the sponsor…', 'Honored to be joined by Maria Betance-Pizzaro, who welded my initials, and Jennifer Boykin, President, Newport News Shipping https://t.co/jqBvfP2zKa', 'My initials that will be placed aboard the USS District of Columbia! https://t.co/bOIqNs6Xbu', 'Excited to be at Electric Boat - Quonset Point this morning for the USS District of Columbia Keel Laying Ceremony. https://t.co/gjqJxleyKs']",[]
RepAOC,Rep. Alexandria Ocasio-Cortez,D,1079104563280527364,"['Working and middle-class families have already been forced to adjust to rising prices and the economic fallout from the pandemic. They need relief — not arbitrary barriers that make it even harder to get help.\n\nPresident Biden needs to cancel ALL student debt — without exception. https://t.co/dXF6yRFv9Y', 'RT @NRDems: EN VIVO: @RepRaulGrijalva, @NydiaVelazquez, @RepJenniffer &amp; @RepAOC llevan a cabo un encuentro de opinión pública con el fin de…', 'RT @NRDems: LIVE NOW: Chair @RepRaulGrijalva, @NydiaVelazquez, @RepJenniffer and @RepAOC are hosting a public input forum on the Puerto Ric…', 'RT @NRDems: Another busy day in Puerto Rico! Chair @RepRaulGrijalva, @RepAOC, @NydiaVelazquez and @RepJenniffer met with local political pa…', 'After failing to provide the Committee with information requested about its labor practices, we’re giving @Amazon until June 8th to provide us with the remaining documents.\n\nEmployers like Amazon must be held accountable, &amp; prioritize worker safety over the corporate bottom line. https://t.co/8dCK5iZBM4', 'Today, with @RepChuyGarcia and 27+ members, we asked ICE to publicly release the immigration enforcement data it committed to collecting.\n\nTo move towards humane immigration policies, DHS also needs to engage community members and provide a transparent review process for cases. https://t.co/KBZim2Anja', 'Happy Pride Month! We’re so excited to celebrate our LGBTQ+ community in NY-14 and around the world ❤️🧡💛💚💙💜 https://t.co/2fby826n0R', 'On Memorial Day, we remember and honor those who gave their lives in service to our country. We’re forever grateful for their bravery, courage, and sacrifice.', 'Town Hall: AAPI Heritage Month and New Congressional District Maps https://t.co/JRubaUbWAq', 'Join us for our monthly town hall this Thursday at 5:30 pm! We’ll be celebrating our AAPI community, and also discussing the new Congressional district maps.\n\nSpanish and ASL interpretation, and live transcription services, will be available.\n\nRegister: https://t.co/C530Ghsmfj']",[]
RepOHalleran,Rep. Tom O'Halleran,D,808416682972770304,"[""On Tuesday, I sat down with police chiefs from throughout #AZ01 to discuss the law enforcement needs of our communities and hear what's needed from the federal government to support public safety. https://t.co/NFmpRo95iD"", 'I visited the @NorthCountryHC Holbrook clinic last week to talk with providers about the services they offer, and discuss how my office can assist in ensuring #AZ01 survivors of domestic violence and sexual assault receive the resources they need. https://t.co/KGOcYsgUF6', 'Today, on the 78th anniversary of #DDay, we honor and remember the thousands of American servicemembers made the ultimate sacrifice fighting to protect the freedom of others. #AZ01 https://t.co/nZObGKQKWT', ""#AZ01: Looking for more ways to stay up to date on events in your community and the work I'm doing in Congress? You can receive updates on all of that and more by subscribing to my e-newsletter! Sign up here: https://t.co/pkCUxX60vw https://t.co/my2Mcc6dUc"", ""Today, on World Environment Day, I'm reaffirming my commitment to combating climate change and protecting our environment and #AZ01 public lands for generations to come."", ""Vision care is an essential component of health care, but far too often, #AZ01 seniors aren't getting the routine care they need. My Medicare Vision Act would expand Medicare coverage and ensure affordable access to routine eye exams, eyeglasses, and more. https://t.co/f5rUSXU5hK"", ""It's #NationalTrailsDay! #AZ01 is home to countless beautiful trails and today is the perfect day to get outside and enjoy them."", ""I'm heartbroken to hear of the passing of White Mountain Apache Officer Adrian Lopez. I offer my sincere condolences to his family and loved ones, and wish Officer Lonnie Thompson and his family strength during the recovery process. #AZ01 https://t.co/FwTKNwkBbl"", 'Joined Pinal County government officials yesterday for a tour of the Emergency Operations Center and the site of the drainage improvement project I secured funding for in our FY22 appropriations bill. Looking forward to continued work together to finalize these #AZ01 projects! https://t.co/Wpp8uDq2wl', ""It's #NationalDairyMonth! Dairy farmers play a key role in our #AZ01 economy, and on the House Agriculture Committee, I'm working to ensure these hardworking men and women have the support they need. https://t.co/dxA5E3IPV1""]",[]
Ilhan,Rep. Ilhan Omar,D,1082334352711790593,"['Mental health is just as important as physical health. \n\nGlad to see our state take steps to improve access to mental health services across Minnesota. https://t.co/DetiYTHp3V', 'There were TEN mass shootings across the country over the weekend.\n\nThis week, the House will vote on a package of gun violence prevention bills to stop the carnage. \n\nLet’s get this done.', 'At the start of the pandemic, our office wrote and passed the MEALS Act that provided 22 million children with school meals.\n \nWe will continue fighting to make sure kids continue to get the meals they need.', 'No child in the wealthiest country in the world should go hungry.\n \nCongress must extend the school lunch waivers and continue providing meals to children in need.\n \nhttps://t.co/ygPnVai0ct', 'We need to ban AR-15’s and assault rifles.\n\xa0\nWe need to pass universal background checks.\n\xa0\nWe need to prevent domestic abusers from accessing guns.\n\xa0\nAnd we need “red flag laws” in place so that families can prevent family members who shouldn’t have guns from accessing them.', 'RT @GovTimWalz: On Gun Violence Awareness Day, we #WearOrange to reaffirm our commitment to working toward a future free from gun violence.…', 'Last year, I was proud to deliver over $17 million to the Fifth District, including everything from green jobs to rebuilding Lake Street. And I hope to continue delivering for the people I represent.', 'Our community projects invest directly in the needs of the people of the 5th, particularly the most vulnerable. That’s why we proposed over $10 million in affordable housing projects throughout the district, along with food access, healthcare clinics, and youth programs. https://t.co/KuirmWPcaT', 'It’s my honor to stand with our Ukrainian community and Ukraine as they fight against Russia’s illegal war. https://t.co/UVRT9rc78h', 'The Biden Administration just canceled $5.8 billion in student debt for former Corinthian College students. \n\nThis is a great first step. Now, let’s cancel all of student debt.']",[]
FrankPallone,Rep. Frank Pallone,D,31801993,"['On this day in 1944, brave American and allied forces landed on the beaches of Normandy to liberate Europe from Nazi occupation.\n\xa0\nAs we continue to fight against rising authoritarianism, we must never forget the sacrifices they made to defend freedom. #DDay', 'Had a great discussion with Ambassador @LilitMakunts about the importance of U.S. support for Armenia and the relaunch of the Strategic Dialogue that includes an MOU on nuclear energy cooperation, ongoing Azeri aggression, and accountability for their war crimes in Artsakh.', 'I’m also pleased that this announcement aligns with my priorities for the #COMPETESAct and will boost American manufacturing and supply chains in one fell swoop. This will be good for our economy, good for consumers’ pocketbooks, and good for our climate.', 'The President is taking decisive action to promote U.S. manufacturing, reduce our dependence on volatile fossil fuels, and lower energy bills. It’s time for a new era of cleaner, more affordable American energy that isn’t subject to the whims of dictators &amp; global market shocks. https://t.co/PnS2toPrDM', 'I announced a new dredging project of the Shoal Harbor navigation channel in Belford today. I secured $8 million for the dredging in a federal spending bill that will help ensure the waterway is safe and accessible for the Belford Fishing Co-Op and the commuter ferry. https://t.co/thovRGSpbz', 'I’m in Belford today to announce a major dredging project for Shoal Harbor. Join me LIVE\nhttps://t.co/IZJZW6789a', ""Lots of people came out to celebrate at the Jersey Pride Parade in Asbury Park.\n\xa0\nI'm proud to stand with the LGBTQ+ community in New Jersey, and I'll continue to support policies that provide protection and ensure equality for all LGTBQ+ Americans. https://t.co/q79FtAE3sz"", 'New Jersey is taking the lead in addressing the disproportionate impact pollution has on vulnerable communities. This action, along with the Biden Admin’s plan to deliver 40% of clean energy investments to environmental justice communities, will make a huge difference. https://t.co/gkGruCUBxv', 'Extreme weather events will only become more frequent if we don’t finally address the rising levels of carbon dioxide. We must begin our transition to clean energy and move forward with the clean energy provisions passed by the House last year.\nhttps://t.co/HLhJfBcOjl', 'I visited the AIDS memorial quilt presentation at the Jersey Pride Festival in Asbury Park. \n\nThe goal of the quilts is to remember those who have been lost to AIDS and to better understand the devastating impact of the disease. https://t.co/la2CWLoeFw']",[]
RepJimmyPanetta,Rep. Jimmy Panetta,D,796736612554117120,"['Although the FAA is in charge of ensuring safe and navigable air space in the skies, it also must listen to the noise complaints from the people on the ground! FAA considers safety, but it must properly listen to the concerns of our constituents as well.', 'Happy 252nd birthday, Monterey! Thank you to everyone who came out on Saturday to celebrate our vibrant history along the central coast of California.\nhttps://t.co/9Eo39eAs5g', 'This weekend, we recognized the long and accomplished career of Assemblymember Mark Stone from Santa Cruz County. Your legacy and impact will be felt for years to come here on the Central Coast. https://t.co/wahq5CGaPn', 'This Pride Month, I’m excited to take part in our annual Central Coast celebrations organized on by our local LGBTQ+ community. https://t.co/PI35vuCOsc', 'Salud Para La Gente and Salud Del Valle provide important preventative and primary healthcare services on the Central Coast. I’m proud that this federal funding will help these clinics continue to provide high-quality and compassionate healthcare.\nhttps://t.co/zT8bzRJonc', 'Last weekend, I was honored to join our local Memorial Day ceremonies here on the Central Coast. Each year, we remember the men and women who lost their lives while protecting and defending our nation. https://t.co/oM4zVyWGq2', 'Yesterday, I led a letter to USTR Tai supporting her efforts to secure a multilateral agreement to curb harmful fishing subsidies at this month’s twelfth WTO Ministerial Conference (MC12).\nhttps://t.co/MDKNPCj4X1', 'Today, we #WearOrange to honor the victims and survivors of gun violence. But we must also advance the House-passed gun legislation supported by an overwhelming majority of Americans. #EndGunViolence https://t.co/V6XCrQhE3f', 'The Central Coast is known for our talented artists and musicians that contribute to our local culture, tourism, and economy. I’m glad that the NEA is doing its part to support these four vibrant art centers here in Santa Cruz County. \nhttps://t.co/5CBNnXF3qS', ""Today, I visited the Monterey One Water project that will relocate electrical equipment to dry, higher ground so the station can continue to pump the City of Pacific Grove’s wastewater safely. I'm proud of the $400,000 in federal funding we secured to make this possible. https://t.co/VQasWDpIql""]",[]
RepChrisPappas,Rep. Chris Pappas,D,1067748650485497862,"['Proud to stand with my community against the senseless gun violence that is taking the lives of far too many. We must reject the notion that we are powerless to stop this - and I’ll keep fighting to pass life-saving legislation in Congress this week.\n\nhttps://t.co/v4xL6KchYh', ""I introduced and fought to pass this legislation in the House so NH Guard members and Reservists can be laid to rest in the State Veterans Cemetery if they choose. I'm glad this policy is now taking effect so Granite State veterans can have this honor.\n\nhttps://t.co/xht7I2CaaL"", 'On the 78th anniversary of #DDay, we honor the bravery of U.S. and allied forces and remember those who gave their lives. General Eisenhower said: ""We will accept nothing less than full victory,"" and that\'s what our heroes achieved and helped bring about the end of WWII. https://t.co/zJKifglDZa', 'I fought to pass the Equality Act in the House over a year ago. During #Pride Month when the future of LGBTQ+ rights feels uncertain, I urge the Senate to finally act and pass this vital piece of legislation. We must protect LGBTQ+ rights across our community, state, and country.', 'Today is #WorldEnvironmentDay! From our Seacoast to Mount Washington, New Hampshire’s natural environment is one of our greatest treasures. We must protect it and continue to pave the way for a more sustainable future. https://t.co/H3V4PqIppm', 'AmeriCorps fosters a strong spirit of public service in younger generations and improves the lives of Granite Staters. These funds coming to NH will expand AmeriCorps programs, spur economic growth, and strengthen civic engagement in our community.\n\nhttps://t.co/6HhWc0I2hw', ""Enough is enough. We can't wait any longer to pass common-sense gun violence prevention legislation and that’s what I’ve called on Congress to do. It doesn't have to be this way in America.\n\nThank you to the community members who came out in Manchester today to call for action. https://t.co/pwoL6kSp0S"", 'These funds will support our forest industry, which is vital to our economic growth. I’m pleased additional funds are coming to New Hampshire to develop more energy-efficient infrastructure, spur economic growth, and help lower energy costs. \n\nhttps://t.co/QCLmBNc4xn', 'In honor of #GunViolenceAwarenessMonth, today we wear orange to call attention to this pressing public health crisis. We need common-sense gun reform now more than ever to end gun violence and save lives. https://t.co/pRSdAT5NqD', ""Honored to join today's Our Community Salutes event to celebrate New Hampshire high school graduates enlisting in the U.S. Armed Forces. \n\nWe wish you all the best, and thank you for your service! https://t.co/s6AGX4Z2vy""]",[]
BillPascrell,"Bill Pascrell, Jr. 🇺🇸🇺🇦",D,74508260,"['516 days ago insurrectionists ransacked the US Capitol and *hours later* 138-of-202 (68%) House republicans voted to make trump a dictator. They tried to finish the rioters’ job and end democracy. Never forget it.', 'RT @BillPascrell: If you paid a fortune at the pump this weekend, we recently voted to crack down on gas price gouging and every single rep…', 'RT @patrickwitty: The greatest protest photos of all time were taken 33 years ago today. On June 5, 1989, six (not four) photographers capt…', ""For over 20 years republicans banned CDC from researching gun violence. Here's why. We finally lifted the block and CDC found the leading cause of death for all American kids is guns. https://t.co/Qo5CNMCmaF"", '53 years ago our brothers and sisters stood up for their rights at the Stonewall Inn across the river. Today we are raising the LGBTQ pride flag to commemorate their fight and celebrate our pride in our diversity. 🏳️\u200d🌈 🏳️\u200d⚧️ https://t.co/C6pkEMJUVi', 'Our North Jersey communities are demanding a ban on dangerous assault weapons. Here in #Paterson everyone agrees that weapons of war should be yanked off our streets. https://t.co/GxwGF914Y6', 'If you paid a fortune at the pump this weekend, we recently voted to crack down on gas price gouging and every single republican voted no. https://t.co/8WxosO1edI', 'Here’s the fascist republican frontrunner for a senate seat in Arizona spewing racism and intimating he wants to murder his political enemies. He was just endorsed by trump. The republican party is full fascist. https://t.co/Ki9Q0xe1eM', 'Here are the 138 House republicans who voted to install trump as a dictator hours after rioters tried to do the same. https://t.co/45Bgsrfe6h', '515 days ago insurrectionists ransacked the US Capitol and *hours later* 138-of-202 (68%) House republicans voted to make trump a dictator. They tried to finish the rioters’ job and end democracy. Never forget it.']",[]
